BRM_BILLER_ACCOUNT_T_ACCOUNT_NO,BRM_BILLINFO_T_ACTG_CYCLE_DOM,TOTAL_AMOUNT,THRESHOLD,WEIGHTED_THRESHOLD,BILLSHOCK,PROXIMITY
175944599,20,14.308367,49.0,71.8666666667,No,0.19909601577
175946126,23,9.1667,11.0,11.7333333333,No,0.781252840909
175946137,16,47.133367,76.47,152.94,No,0.308182077939
175949221,22,19.4334,32.45,38.94,No,0.49906009245
175949710,25,15.2667,21.27,17.016,No,0.897196755994
175956548,12,37.5,62.76,158.992,No,0.23586092382
175958255,12,128.4222,146.83,371.969333333,No,0.345249429164
175962455,4,44.0862833,39.42,141.912,No,0.310659305062
175966595,10,19.6605501,12.65,35.42,No,0.555069172784
175970626,17,43.3367,87.43,163.202666667,No,0.265539166027
175972071,8,41.106633,40.53,124.292,No,0.33072629775
175972559,8,57.8001,22.65,69.46,No,0.832135041751
175973005,8,92.496233,119.36,366.037333333,No,0.252696172157
175984713,22,14.5834,17.5,21.0,No,0.694447619048
175986748,5,90.3427996,135.74,470.565333333,No,0.191987792556
175989116,22,12.9,22.57,27.084,No,0.476295968099
175990620,22,24.17,44.12,52.944,No,0.456520096706
175992268,20,30.3,106.15,155.686666667,No,0.194621676016
175992906,23,87.8565875,123.13,131.338666667,No,0.668931623335
175993849,25,40.9667,80.68,64.544,No,0.634709655429
175996546,23,29.43,57.97,61.8346666667,No,0.475946610316
175999776,5,24.14350825,20.23,70.1306666667,No,0.344264633399
176000614,4,103.180499,247.58,891.288,No,0.115765609994
176006427,4,14.4834,49.5,178.2,No,0.0812760942761
176006449,10,49.8833,64.86,181.608,No,0.27467567508
176010343,18,19.8426499,56.61,98.124,No,0.202220148995
176011139,15,49.1666,72.68,155.050666667,No,0.317100216703
176022596,8,38.05,65.62,201.234666667,No,0.189082729285
176024316,17,14.875,17.85,33.32,No,0.446428571429
176027160,16,11.6667,14.0,28.0,No,0.416667857143
176032496,6,50.85,-73.74,-245.8,Yes,-0.206875508544
176040623,25,45.464867,43.34,34.672,Yes,1.0
176041726,25,17.885,47.15,37.72,No,0.47415164369
176045753,5,24.1667,52.19,180.925333333,No,0.133572781405
176046914,15,36.67,48.17,102.762666667,No,0.356841654557
176050681,18,24.408367,21.11,36.5906666667,No,0.667065380971
176057520,23,27.25,43.06,45.9306666667,No,0.593285531816
176062674,20,14.5833,65.87,96.6093333333,No,0.150951253847
176070345,24,37.65,37.44,34.944,Yes,1.0
176070776,23,35.8334,97.0,103.466666667,No,0.346327963918
176071915,25,81.7767001,131.95,105.56,No,0.774694013831
176072665,5,14.22668,17.0,58.9333333333,No,0.241402941176
176075000,20,59.05517175,65.09,95.4653333333,No,0.618603315863
176077080,14,91.776,49.0,111.066666667,No,0.82631452581
176077557,12,23.43829985,42.63,107.996,No,0.217029333031
176081837,4,81.7667,275.51,991.836,No,0.0824397380212
176084169-1,8,13.4887,0.0,0.0,Yes,1.0
176084670,16,57.815067,94.6,189.2,No,0.305576464059
176085364,8,14.6416332,10.5,32.2,No,0.45470910559
176087811,21,26.6667,69.78,93.04,No,0.286615434222
176090532,23,17.5666,21.63,23.072,No,0.761381761442
176092590,24,60.51,45.85,42.7933333333,Yes,1.0
176093546,24,9.59527505,9.78,9.128,Yes,1.0
176096210,25,25.0,39.06,31.248,No,0.800051203277
176100513,4,41.2833,53.39,192.204,No,0.214788974215
176100966,5,42.083367,41.0,142.133333333,No,0.296083726548
176101990,4,31.8167,38.18,137.448,No,0.231481723997
176103481-1,11,24.1667,0.0,0.0,Yes,1.0
176107054,21,16.9243834,18.96,25.28,No,0.669477191456
176108226,19,73.0467,81.7,130.72,No,0.558802784578
176109410,20,25.0,30.0,44.0,No,0.568181818182
176109910,20,89.1667668,40.92,60.016,Yes,1.0
176112788,23,31.8167,48.58,51.8186666667,No,0.614000746192
176119070,9,35.35,131.91,386.936,No,0.091358777679
176122984,16,16.1833,36.68,73.36,No,0.220601145038
176124613,20,53.91837495,56.0,82.1333333333,No,0.656473720982
176125001,20,8.1667,10.15,14.8866666667,No,0.548591580833
176126331,25,32.8141336,82.55,66.04,No,0.496882701393
176126648,23,62.193367,122.18,130.325333333,No,0.477216251125
176130326,23,76.6537835,94.35,100.64,No,0.76166319058
176130611,25,26.2870165,31.4,25.12,Yes,1.0
176135194,24,54.58417,75.65,70.6066666667,No,0.773073883486
176135605,20,43.5594332,101.71,149.174666667,No,0.292002886102
176135741,25,36.477867,75.19,60.152,No,0.606428165315
176141136,5,23.3327835,66.36,230.048,No,0.101425717676
176145174,8,91.9,87.64,268.762666667,No,0.341937372254
176148735,20,71.75167495,63.85,93.6466666667,No,0.766195717413
176160606,11,14.4167,17.3,46.1333333333,No,0.312500722543
176161663,7,70.225,261.44,836.608,No,0.0839401487913
176168126-1,14,49.8833,0.0,0.0,Yes,1.0
176169047,5,40.91166,39.2,135.893333333,No,0.301057152669
176169821,12,16.6667,61.44,155.648,No,0.10707943565
176171574,10,8.1667,8.98,25.144,No,0.324797168311
176176342,11,88.756633,93.75,250.0,No,0.355026532
176177707,14,76.82115875,90.25,204.566666667,No,0.375531165472
176178695,8,44.5917,61.11,187.404,No,0.237944227444
176185729,23,159.0091344,119.29,127.242666667,Yes,1.0
176186344,14,68.5323,102.31,231.902666667,No,0.295521828123
176186924,20,18.6244334,27.35,40.1133333333,No,0.464295331561
176192740,12,36.7400334,57.12,144.704,No,0.253897842492
176195696-1,11,10.9667,0.0,0.0,Yes,1.0
176196028,3,33.41663325,28.23,105.392,No,0.31706992229
176196562,18,25.9,52.58,91.1386666667,No,0.284182344852
176203073,5,65.77779995,59.84,207.445333333,No,0.317084982791
176205564,20,20.0167,20.8,30.5066666667,No,0.656141826923
176205655,3,88.05302505,69.29,258.682666667,No,0.340390124258
176213917,5,36.1106668,71.71,248.594666667,No,0.145259217682
176217353,14,0.765,31.18,70.6746666667,No,0.0108242463117
176218161,14,55.629166,50.17,113.718666667,No,0.489182362321
176220154,11,28.88,49.15,131.066666667,No,0.220345879959
176220803,14,66.211623,153.69,348.364,No,0.190064481405
176224465,18,40.8333,81.87,141.908,No,0.287744876963
176225944,3,56.8367001,143.83,536.965333333,No,0.10584798789
176231317,25,60.548133,132.17,105.736,No,0.572634987138
176233342,20,26.70670005,55.18,80.9306666667,No,0.32999481099
176235582,6,145.6651827,200.11,667.033333333,No,0.218377666334
176238109,23,14.5834,17.5,18.6666666667,No,0.781253571429
176246201,12,41.028367,87.33,221.236,No,0.185450681625
176248269,5,165.5587835,61.49,213.165333333,No,0.77666842404
176250990,14,88.7167,88.3,200.146666667,No,0.443258443808
176253302,8,45.9,71.29,218.622666667,No,0.209950782779
176253584,8,167.0570068,118.74,364.136,No,0.458776409913
176255860,6,37.2167,71.88,239.6,No,0.155328464107
176259353,21,45.0675,108.84,145.12,No,0.310553335171
176260925,23,30.479567,35.08,37.4186666667,No,0.81455513291
176261915,25,75.5,170.61,136.488,No,0.553162182756
176269004,25,66.7467,95.24,76.192,No,0.876032916842
176269231,25,12.5,22.41,17.928,No,0.697233377956
176273486,23,105.475,111.0,118.4,No,0.890836148649
176282783,16,28.616633,0.0,0.0,Yes,1.0
176289291,25,18.9167,38.2,30.56,No,0.619001963351
176292774,23,12.5,17.74,18.9226666667,No,0.660583427283
176304111-1,12,38.98730025,39.82,100.877333333,No,0.386482264764
176304917,22,104.6649666,63.63,76.356,Yes,1.0
176306420,23,40.4167,68.55,73.12,No,0.552744803063
176306566,25,28.958333,71.58,57.264,No,0.505698746158
176309332,20,34.216633,71.79,105.292,No,0.324968972002
176310675,25,32.5,52.0,41.6,No,0.78125
176313827-1,11,50.35,0.0,0.0,Yes,1.0
176316262,23,34.04665,25.39,27.0826666667,Yes,1.0
176317650,25,53.3866333,115.8,92.64,No,0.576280583981
176321861,25,46.618233,20.29,16.232,Yes,1.0
176325172,20,18.36666,29.87,43.8093333333,No,0.419240801047
176327163,20,16.3417,26.11,38.2946666667,No,0.4267356638
176330317-3,3,54.8833,0.0,0.0,Yes,1.0
176333581,10,67.9333,121.7,340.76,No,0.199358199319
176340046,5,18.9167,15.7,54.4266666667,No,0.347563081823
176340648,23,61.8817167,140.17,149.514666667,No,0.413883922425
176341229-1,6,89.8961334,0.0,0.0,Yes,1.0
176344244,11,24.0833,0.0,0.0,Yes,1.0
176347236,8,72.383367,53.8,164.986666667,No,0.438722525053
176347327,20,15.7167,22.53,33.044,No,0.475629463745
176348077,11,10.4167,11.4,30.4,No,0.342654605263
176349783-1,5,31.8485167,42.46,147.194666667,No,0.216370045337
176354042,6,25.45482505,36.93,123.1,No,0.206781681966
176356544,4,94.483301,125.85,453.06,No,0.208544786562
176359774,5,60.2,115.21,399.394666667,No,0.150728101861
176361529,5,42.1674666,50.4,174.72,No,0.241343100962
176362020,5,44.7167,66.65,231.053333333,No,0.19353410468
176362122,12,42.6167,54.59,138.294666667,No,0.308158666037
176367069,5,54.725234,110.75,383.933333333,No,0.142538376454
176370666,5,84.3045831,94.68,328.224,No,0.256850757714
176374911-1,14,15.4167,0.0,0.0,Yes,1.0
176376731,9,18.93499,24.8,72.7466666667,No,0.260286702713
176376742,3,36.1167,55.83,208.432,No,0.173278095494
176376946,3,78.06958305,69.37,258.981333333,No,0.301448687615
176382897-1,11,53.2475334,53.09,141.573333333,No,0.376112733566
176385765,18,49.81834,50.59,87.6893333333,No,0.568123146867
176394813,9,65.74381675,101.66,298.202666667,No,0.220466897513
176399465,10,22.42297485,61.27,171.556,No,0.130703530334
176400389,4,14.1667,18.5,66.6,No,0.212713213213
176400889,18,32.5,43.24,74.9493333333,No,0.43362627197
176409184,14,122.1867334,295.94,670.797333333,No,0.182151489471
176409311,21,35.07,61.27,81.6933333333,No,0.429288395626
176412781,23,27.05670005,48.47,51.7013333333,No,0.523326929995
176423615,14,39.9604004,43.91,99.5293333333,No,0.401493701019
176424150,14,55.8485167,40.97,92.8653333333,No,0.601392518557
176425435,14,38.4193,49.37,111.905333333,No,0.343319651134
176425935,23,7.9167,18.5,19.7333333333,No,0.401184121622
176426129,14,40.83,105.5,239.133333333,No,0.170741566769
176432854,3,32.0833,38.5,143.733333333,No,0.223214053803
176437622,14,34.6506,40.18,91.0746666667,No,0.380463648874
176441151,22,40.83,76.34,91.608,No,0.445703432015
176446667-1,5,74.5833,60.3,209.04,No,0.356789609644
176447566,3,35.0525,42.5,158.666666667,No,0.220919117647
176448454-1,4,7.9167,0.0,0.0,Yes,1.0
176449886,6,39.5099666,105.84,352.8,No,0.111989701247
176453768-1,14,12.9,0.0,0.0,Yes,1.0
176454010-1,14,23.3333,0.0,0.0,Yes,1.0
176454474,20,36.7033667,113.31,166.188,No,0.220854494308
176457397,21,10.3167,30.88,41.1733333333,No,0.25056751943
176458149-1,11,21.7100334,0.0,0.0,Yes,1.0
176464421,4,29.25751,24.5,88.2,No,0.331717800454
176466332,12,14.875,19.39,49.1213333333,No,0.302821584648
176473400,3,28.433367,51.36,191.744,No,0.148288170686
176474274,14,48.89829995,99.76,226.122666667,No,0.216246786184
176484890-1,11,31.8167,0.0,0.0,Yes,1.0
176485051,10,30.1726,49.49,138.572,No,0.217739514476
176498352,4,32.54875,13.34,48.024,No,0.677760078294
176499740,5,18.9167,15.7,54.4266666667,No,0.347563081823
176503372,14,111.29834,193.39,438.350666667,No,0.253902522486
176503714,15,14.1808667,21.65,46.1866666667,No,0.307033776703
176505363,25,24.0833,29.49,23.592,Yes,1.0
176506591,22,39.4403,63.8,76.56,No,0.515155433647
176515843-1,5,46.039133,58.27,202.002666667,No,0.227913491241
176525549,4,33.68,48.0,172.8,No,0.194907407407
176530568,13,19.2050334,43.08,103.392,No,0.185749704039
176531456,14,49.84,53.73,121.788,No,0.409235721089
176538191-1,11,61.792867,0.0,0.0,Yes,1.0
176541005,5,31.9121501,26.73,92.664,No,0.344385630881
176541027-1,14,18.75,0.0,0.0,Yes,1.0
176542006,15,8.7167,20.28,43.264,No,0.20147697855
176547465,4,61.09993,47.88,172.368,No,0.354473742226
176547749,14,22.5375,17.0,38.5333333333,No,0.584883217993
176554431,14,50.79,80.95,183.486666667,No,0.276804854122
176555307,20,80.0833,56.7,83.16,No,0.963002645503
176557070,25,43.115,92.59,74.072,No,0.582068797926
176560371,13,42.0397165,48.54,116.496,No,0.360868325951
176560644,18,21.0587833,23.12,40.0746666667,No,0.525488670315
176561098,10,24.0833,29.8,83.44,No,0.288630153404
176563363,20,31.7617001,100.06,146.754666667,No,0.216427189822
176569029,24,112.2833,144.7,135.053333333,No,0.831399693948
176570282,8,60.626225,0.0,0.0,Yes,1.0
176572137-1,8,24.1667,0.0,0.0,Yes,1.0
176574617,20,24.2150334,30.62,44.9093333333,No,0.539198237931
176575334,23,13.7583,13.88,14.8053333333,No,0.929279989193
176577201,22,54.24,60.11,72.132,No,0.751954749626
176580342,4,30.3,54.37,195.732,No,0.154803506836
176580922,11,43.5833,42.83,114.213333333,No,0.381595552183
176581525,12,33.25,57.34,145.261333333,No,0.228897802581
176583130,20,24.1555499,61.93,90.8306666667,No,0.265940466876
176587236,23,42.083367,90.82,96.8746666667,No,0.434410444423
176592175,30,47.683367,209.51,27.9346666667,Yes,1.0
176593767,16,34.8333,93.52,187.04,No,0.186234495295
176599581,23,42.666667,58.47,62.368,No,0.684111515521
176600983,5,20.6829834,20.92,72.5226666667,No,0.285193365752
176603260,4,26.933367,25.6,92.16,No,0.292245735677
176607344,23,23.963633,32.5,34.6666666667,No,0.691258644231
176607504,20,46.3612165,55.37,81.2093333333,No,0.570885323116
176608561,20,40.075,99.15,145.42,No,0.275581075505
176609211,20,55.6745501,95.55,140.14,No,0.397278079777
176611248,5,85.500033,109.34,379.045333333,No,0.225566773895
176611259,12,44.399933,50.45,127.806666667,No,0.347399194095
176613922,12,37.6334,60.82,154.077333333,No,0.244250073556
176614707,8,26.933367,90.17,276.521333333,No,0.0974006839738
176615582,3,20.221433,49.0,182.933333333,No,0.110539903426
176626052,23,15.045,31.3,33.3866666667,No,0.45062899361
176626632,8,41.77086675,72.7,222.946666667,No,0.187358112927
176628043,5,81.09169,77.07,267.176,No,0.30351412552
176633357,21,83.6776,69.14,92.1866666667,No,0.907697425513
176633573,25,49.431933,38.6,30.88,Yes,1.0
176634585,20,52.87378225,18.62,27.3093333333,Yes,1.0
176635019,23,69.222633,113.23,120.778666667,No,0.573136257507
176639955,22,39.8667,73.82,88.584,No,0.450044026009
176642267,24,10.3167,17.38,16.2213333333,No,0.635995807989
176647240,16,113.1172664,86.39,172.78,No,0.654689584443
176649060,21,50.38,81.15,108.2,No,0.46561922366
176650767,20,114.7736505,208.93,306.430666667,No,0.374550144568
176651666,11,34.6490324,54.36,144.96,No,0.239024782009
176651677,23,56.87221715,59.55,63.52,No,0.895343468986
176652985,20,29.458367,221.92,325.482666667,No,0.0905067151553
176656569,8,27.55797505,38.07,116.748,No,0.236046656474
176657082-1,14,59.2767668,86.27,195.545333333,No,0.303135675956
176662465,8,73.072366,120.63,369.932,No,0.197529183742
176664832,8,28.8300001,36.23,111.105333333,No,0.259483494042
176666674,20,31.9439668,55.91,82.0013333333,No,0.389554236516
176668438,20,26.6667,29.59,43.3986666667,No,0.614458969554
176671955,22,76.23087505,126.33,151.596,No,0.502855451661
176672285,25,35.0875,75.26,60.208,No,0.582771392506
176672956,22,31.8167,38.18,45.816,No,0.694445171992
176674118,24,51.05,109.41,102.116,No,0.499921657723
176681775,20,52.2333,100.8,147.84,No,0.353309659091
176686678,8,27.5167,35.33,108.345333333,No,0.25397217539
176691971,20,24.1314666,33.39,48.972,No,0.492760487626
176692030-1,20,20.6417,0.0,0.0,Yes,1.0
176695986,17,103.5167,144.89,270.461333333,No,0.382741217475
176698525,24,62.283367,129.54,120.904,No,0.515147282141
176702146,19,62.8,119.14,190.624,No,0.329444351183
176702577,20,36.74334,36.1,52.9466666667,No,0.693968899522
176704820,5,35.0875,35.0,121.333333333,No,0.289182692308
176710033-1,14,41.8333,0.0,0.0,Yes,1.0
176710259,22,106.319867,142.32,170.784,No,0.622539974471
176714480,22,18.19625,24.85,29.82,No,0.61020288397
176715129,18,109.353367,138.05,239.286666667,No,0.456997326777
176723298,16,49.7627668,35.29,70.58,No,0.705054786058
176723527,14,40.4422674,44.13,100.028,No,0.404309467349
176723878,15,47.432075,101.25,216.0,No,0.219592939815
176728748,24,40.47732505,47.98,44.7813333333,No,0.903888340008
176730822,5,50.0832004,65.05,225.506666667,No,0.222091883758
176734406,20,64.1667,87.99,129.052,No,0.497215850975
176737329,20,15.5452332,12.8,18.7733333333,No,0.828048643466
176738660,12,48.2,74.37,188.404,No,0.255833209486
176741165,4,19.358367,140.21,504.756,No,0.0383519304377
176744715,24,18.2442843,24.55,22.9133333333,No,0.796230039278
176751361,8,20.6829834,0.0,0.0,Yes,1.0
176752157,20,69.7533,104.26,152.914666667,No,0.456158336676
176752204,16,56.9867001,75.54,151.08,No,0.377195526211
176755070,20,50.1327165,59.86,87.7946666667,No,0.571022345701
176755901,5,41.74334,41.2,142.826666667,No,0.292265730022
176756117,11,63.476867,53.07,141.52,No,0.448536369418
176763183,15,33.33,48.98,104.490666667,No,0.318975857493
176763445,20,15.80417,28.26,41.448,No,0.381301148427
176764753,16,39.84545005,48.05,96.1,No,0.414624870447
176765107,8,55.5293505,40.89,125.396,No,0.442831912501
176766095-1,16,74.125,91.44,182.88,No,0.405320428696
176767187,11,33.0869332,43.8,116.8,No,0.283278537671
176767392,11,57.0349329,61.52,164.053333333,No,0.347660920636
176767552,23,23.9167,64.92,69.248,No,0.345377483826
176768337,20,71.889,235.85,345.913333333,No,0.207823732341
176768439,23,23.79,26.55,28.32,No,0.840042372881
176770455,24,24.6667,29.6,27.6266666667,No,0.892858349421
176772333,20,32.26420005,55.6,81.5466666667,No,0.395653205322
176773970,20,25.4167,33.95,49.7933333333,No,0.510443834516
176776304,25,36.2972835,50.51,40.408,No,0.898269736191
176784724,11,37.575,45.55,121.466666667,No,0.309344127333
176791734,12,13.3333,77.62,196.637333333,No,0.0678065541979
176794828,8,36.0537,19.0,58.2666666667,No,0.618770594966
176795512,11,35.35,74.28,198.08,No,0.178463247173
176795670,23,44.7614167,65.29,69.6426666667,No,0.64272979256
176799232,22,58.4833,97.18,116.616,No,0.501503224257
176799265,25,31.8803334,37.04,29.632,Yes,1.0
176800327,20,46.5834,138.29,202.825333333,No,0.229672493245
176803842,23,8.1667,9.8,10.4533333333,No,0.781253188776
176805140,12,14.3,92.55,234.46,No,0.0609912138531
176809144,8,32.5975,0.0,0.0,Yes,1.0
176809393,12,34.8334,55.09,139.561333333,No,0.249592055106
176811079,21,30.06,35.29,47.0533333333,No,0.638849532445
176814629-1,14,31.8803334,45.89,104.017333333,No,0.306490585543
176814721,21,65.50624995,80.27,107.026666667,No,0.612055406285
176822345,10,32.45,42.27,118.356,No,0.274172834499
176826292,25,46.666633,104.08,83.264,No,0.560465903632
176829444,22,121.9754004,219.936666,263.9239992,No,0.46216107959
176834452,22,52.34586675,68.2,81.84,No,0.639612252566
176837115,24,27.5167,66.29,61.8706666667,No,0.444745490593
176843862,16,35.04666,100.45,200.9,No,0.174448282728
176845397,8,30.8641333,21.82,66.9146666667,No,0.461246163771
176847991,11,175.6285,39.368,104.981333333,Yes,1.0
176848210,11,38.7,52.51,140.026666667,No,0.276375928395
176849153,10,51.4797165,49.54,138.712,No,0.37112662567
176853717,19,26.6667,94.4,151.04,No,0.176553893008
176861591,17,179.0934674,218.32,407.530666667,No,0.43946009969
176862207,16,69.9,154.15,308.3,No,0.226727213753
176864470,4,23.566633,25.12,90.432,No,0.260600594922
176866234,20,147.8992001,421.63,618.390666667,No,0.239167904809
176868361,5,18.516633,27.61,95.7146666667,No,0.193456589725
176869668,20,46.37,93.09,136.532,No,0.339627340111
176872403-1,8,39.125,0.0,0.0,Yes,1.0
176872776,20,52.12256705,92.53,135.710666667,No,0.384071262269
176874325,22,31.71420005,52.19,62.628,No,0.506390113847
176874825,19,24.0833,26.57,42.512,No,0.566505927738
176876225,17,35.191667,68.55,127.96,No,0.275020842451
176876372,16,46.16,83.49,166.98,No,0.276440292251
176881302,21,38.716633,49.94,66.5866666667,No,0.581447231678
176884485,20,79.39667505,76.62,112.376,No,0.706526972396
176884894,23,40.06,44.23,47.1786666667,No,0.849112593262
176885099,24,14.6897835,15.57,14.532,Yes,1.0
176887308,23,85.43213395,95.61,101.984,No,0.837701344819
176887966,5,10.3167,27.44,95.1253333333,No,0.108453759251
176888321,17,44.7167,131.42,245.317333333,No,0.182281045503
176889322,12,10.3167,13.93,35.2893333333,No,0.292346129142
176892098,12,10.7875334,46.05,116.66,No,0.0924698559918
176894090,4,26.9,53.13,191.268,No,0.140640358032
176894192,6,18.3699666,39.35,131.166666667,No,0.140050571283
176896138-2,14,15.19527505,0.0,0.0,Yes,1.0
176898367,8,46.608033,27.35,83.8733333333,No,0.55569548923
176899493,8,50.2067,95.68,293.418666667,No,0.171109427258
176906277,20,40.766,65.95,96.7266666667,No,0.421455648218
176909532,20,72.538333,147.43,216.230666667,No,0.335467369722
176909565,20,61.8968342,82.97,121.689333333,No,0.508646341504
176910035,20,57.2374833,72.45,106.26,No,0.538655028233
176911978,22,153.8305,192.39,230.868,No,0.666313651091
176913925,20,14.17,43.2,63.36,No,0.223642676768
176915369,25,19.1282999,96.1,76.88,No,0.248807230749
176918544,4,20.67266255,21.05,75.78,No,0.272798397334
176923927,19,72.13090005,123.6,197.76,No,0.364739583586
176925736,3,38.716633,39.13,146.085333333,No,0.265027515881
176930584,20,28.37579995,39.18,57.464,No,0.493801335619
176931392,4,30.3,36.77,132.372,No,0.22890037168
176939016,8,50.99130005,21.28,65.2586666667,No,0.78137207906
176944933,20,32.5,70.1,102.813333333,No,0.316106860329
176949030,23,73.3639835,112.0,119.466666667,No,0.614095844029
176957643-1,20,9.1667,0.0,0.0,Yes,1.0
176957858,11,13.7720583,16.85,44.9333333333,No,0.306499813798
176957950,17,12.55,37.15,69.3466666667,No,0.180974812536
176959189,4,36.8343334,35.2,126.72,No,0.290674979482
176963312,20,118.0975,145.28,213.077333333,No,0.554247127803
176963561,20,40.91166,89.8,131.706666667,No,0.310627100628
176964835,20,27.6267668,24.31,35.6546666667,No,0.77484294155
176970037,20,50.7942669,188.72,276.789333333,No,0.183512371262
176972755,25,169.003533,264.26,211.408,No,0.79941881575
176977829,5,36.74334,35.2,122.026666667,No,0.301109101836
176980460,10,31.343,34.0,95.2,No,0.329233193277
176981530,10,43.0158666,45.37,127.036,No,0.338611626626
176987489,25,37.265,56.84,45.472,No,0.819515306122
176987887,20,36.67,46.09,67.5986666667,No,0.542466320835
176992908,20,11.7133668,23.68,34.7306666667,No,0.337262941493
176993705,24,20.0,24.0,22.4,No,0.892857142857
177001979,12,26.914634,46.2,117.04,No,0.229960987697
177003744,20,299.94,360.63,528.924,No,0.56707579917
177004029,5,87.62926675,158.5,549.466666667,No,0.159480587388
177008465-1,12,20.8333,0.0,0.0,Yes,1.0
177014167,18,41.241633,47.49,82.316,No,0.50101599932
177014645,18,26.3025,30.95,53.6466666667,No,0.490291412949
177015931,18,77.4846166,92.4,160.16,No,0.483795058691
177015942,11,45.9144666,0.0,0.0,Yes,1.0
177016807,20,37.4442167,0.0,0.0,Yes,1.0
177017568,20,42.78716255,52.96,77.6746666667,No,0.550850932307
177019980,16,85.2384,164.15,328.3,No,0.259635699056
177028210,9,28.0667,30.59,89.7306666667,No,0.312788270082
177029506,24,12.5625,9.0,8.4,Yes,1.0
177029937,10,26.6667,20.16,56.448,No,0.472411777211
177030394,5,44.7167,136.74,474.032,No,0.0943326610862
177030894,4,43.3333,79.81,287.316,No,0.150821047209
177032261,18,116.7249899,171.32,296.954666667,No,0.393073431747
177032512,11,100.666766,109.32,291.52,No,0.345316842755
177035684,20,9.5834,21.36,31.328,No,0.30590526047
177038701,21,10.9667,31.85,42.4666666667,No,0.258242543171
177039702,23,12.625,22.69,24.2026666667,No,0.521636734244
177041795,22,58.4833,68.83,82.596,No,0.708064555184
177049715,18,44.9402835,53.9,93.4266666667,No,0.481022015485
177051015,18,28.85,48.34,83.7893333333,No,0.344315903377
177051424,20,37.875,58.34,85.5653333333,No,0.442644217284
177055780,8,14.4167,21.47,65.8413333333,No,0.218961240153
177059148,20,53.3167,57.96,85.008,No,0.627196263881
177066318,4,58.4293334,72.57,261.252,No,0.223651238651
177068138-1,14,49.0167,0.0,0.0,Yes,1.0
177068649,14,12.9516,9.57,21.692,No,0.597068043518
177070869,11,44.8167,0.0,0.0,Yes,1.0
177073077,22,24.1314666,35.81,42.972,No,0.561562566322
177075273,4,83.97,55.49,199.764,No,0.42034600829
177079119,20,42.083367,42.72,62.656,No,0.671657415092
177079164,20,54.9998125,68.48,100.437333333,No,0.547603273351
177080305,3,32.725,43.2,161.28,No,0.202907986111
177084967,11,31.1814666,37.87,100.986666667,No,0.308768153552
177097315,3,84.03,0.0,0.0,Yes,1.0
177097531,30,33.12924505,0.0,0.0,Yes,1.0
177098316,14,71.21,96.29,218.257333333,No,0.326266242295
177102357,14,33.33,43.55,98.7133333333,No,0.337644357399
177102448,18,24.0833,151.61,262.790666667,No,0.0916444267427
177103574,11,91.1728,45.79,122.106666667,No,0.746665210745
177103745,4,14.2375335,19.5,70.2,No,0.202813867521
177112235,6,27.5167,48.9,163.0,No,0.168814110429
177113021-1,11,47.67087505,0.0,0.0,Yes,1.0
177119196,4,61.0666,78.87,283.932,No,0.215074736204
177121678,18,49.2083,364.0,630.933333333,No,0.0779928677092
177126128,9,119.1834,191.5,561.733333333,No,0.212170780916
177127298,12,89.4283,184.78,468.109333333,No,0.191041480338
177127549,4,78.866634,87.2,313.92,No,0.251231632263
177127878,3,161.866501,259.74,969.696,No,0.166924996081
177128562,3,26.1666,31.4,117.226666667,No,0.223213717015
177129212,20,116.1427832,82.67,121.249333333,No,0.957883891045
177131794,9,113.373833,135.705,398.068,No,0.284810215843
177132002,4,55.9833,28.64,103.104,No,0.542978933892
177133343,3,55.73338,125.09,467.002666667,No,0.119342744652
177134786,5,56.64020805,190.66,660.954666667,No,0.0856945429187
177136368,12,36.2667,34.34,86.9946666667,No,0.416884176808
177137449,22,215.8156,176.96,212.352,Yes,1.0
177139769,12,9.59527505,22.95,58.14,No,0.165037410561
177142015,11,35.35,64.68,172.48,No,0.204951298701
177142504,12,24.1555499,36.58,92.6693333333,No,0.260663900679
177143732,13,53.43666,57.85,138.84,No,0.384879429559
177143958,14,21.041633,5.71,12.9426666667,Yes,1.0
177146268,11,50.353367,62.28,166.08,No,0.303187421724
177148099,4,44.9402835,41.29,148.644,No,0.302334998385
177148793,12,144.7002752,64.29,162.868,No,0.888451231672
177150402,14,42.433367,84.47,191.465333333,No,0.221624281854
177151345,6,14.6605501,12.65,42.1666666667,No,0.34768103004
177151492,16,50.433367,169.48,338.96,No,0.148788550271
177151776,16,17.9167,46.89,93.78,No,0.191050330561
177152040-1,8,8.1667,0.0,0.0,Yes,1.0
177153789,8,46.039133,55.7,170.813333333,No,0.269528918508
177155781,3,61.3867,72.34,270.069333333,No,0.22729977981
177157307,19,27.5167,21.72,34.752,No,0.791801910681
177158251,23,25.8,46.32,49.408,No,0.522182642487
177158604,23,52.1667,58.65,62.56,No,0.83386668798
177165556,22,14.17,17.75,21.3,No,0.665258215962
177169732,24,35.9,46.55,43.4466666667,No,0.82630044499
177170531,12,25.472034,33.65,85.2466666667,No,0.298803871119
177179450-1,11,28.3333,0.0,0.0,Yes,1.0
177183241,18,31.9121501,43.22,74.9146666667,No,0.42598000525
177184162,8,40.9667,97.55,299.153333333,No,0.136942147839
177186266-1,10,41.4333,0.0,0.0,Yes,1.0
177186302,22,18.7875,24.36,29.232,No,0.64270320197
